clip_id,frame_id,timestamp,frame_path
ep01_clip_0004,frame_00005,6.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\04_t006.720_f168.jpg
ep01_clip_0004,frame_00006,8.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\05_t008.160_f204.jpg
ep01_clip_0004,frame_00007,10.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\06_t010.080_f252.jpg
ep01_clip_0004,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\ep01_clip_0004_contact_sheet.jpg
ep01_clip_0004,frame_00008,13.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\07_t013.440_f336.jpg
ep01_clip_0004,frame_00009,14.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\08_t014.880_f372.jpg
ep01_clip_0004,frame_00010,16.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\09_t016.320_f408.jpg
ep01_clip_0004,frame_00011,18.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\10_t018.720_f468.jpg
ep01_clip_0004,frame_00012,20.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0004\11_t020.160_f504.jpg
ep01_clip_0005,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\00_t000.000_f0.jpg
ep01_clip_0005,frame_00002,1.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\01_t001.920_f48.jpg
ep01_clip_0005,frame_00003,4.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\02_t004.800_f120.jpg
ep01_clip_0005,frame_00004,6.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\03_t006.720_f168.jpg
ep01_clip_0005,frame_00005,8.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\04_t008.160_f204.jpg
ep01_clip_0005,frame_00006,10.56,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\05_t010.560_f264.jpg
ep01_clip_0005,frame_00007,12.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\06_t012.480_f312.jpg
ep01_clip_0005,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\ep01_clip_0005_contact_sheet.jpg
ep01_clip_0005,frame_00008,13.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\07_t013.920_f348.jpg
ep01_clip_0005,frame_00009,15.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\08_t015.360_f384.jpg
ep01_clip_0005,frame_00010,17.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\09_t017.280_f432.jpg
ep01_clip_0005,frame_00011,18.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\10_t018.720_f468.jpg
ep01_clip_0005,frame_00012,20.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0005\11_t020.640_f516.jpg
ep01_clip_0006,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\00_t000.000_f0.jpg
ep01_clip_0006,frame_00002,4.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\01_t004.800_f120.jpg
ep01_clip_0006,frame_00003,6.24,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\02_t006.240_f156.jpg
ep01_clip_0006,frame_00004,7.68,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\03_t007.680_f192.jpg
ep01_clip_0006,frame_00005,9.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\04_t009.120_f228.jpg
ep01_clip_0006,frame_00006,11.04,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\05_t011.040_f276.jpg
ep01_clip_0006,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\ep01_clip_0006_contact_sheet.jpg
ep01_clip_0006,frame_00007,13.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\06_t013.440_f336.jpg
ep01_clip_0006,frame_00008,14.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\07_t014.880_f372.jpg
ep01_clip_0006,frame_00009,17.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\08_t017.280_f432.jpg
ep01_clip_0006,frame_00010,18.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\09_t018.720_f468.jpg
ep01_clip_0006,frame_00011,20.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\10_t020.640_f516.jpg
ep01_clip_0006,frame_00012,22.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0006\11_t022.080_f552.jpg
ep01_clip_0007,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\00_t000.000_f0.jpg
ep01_clip_0007,frame_00002,2.4,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\01_t002.400_f60.jpg
ep01_clip_0007,frame_00003,4.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\02_t004.320_f108.jpg
ep01_clip_0007,frame_00004,4.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\03_t004.800_f120.jpg
ep01_clip_0007,frame_00005,5.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\04_t005.760_f144.jpg
ep01_clip_0007,frame_00006,7.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\05_t007.200_f180.jpg
ep01_clip_0007,frame_00007,8.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\06_t008.640_f216.jpg
ep01_clip_0007,frame_00008,10.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\07_t010.080_f252.jpg
ep01_clip_0007,frame_00009,12.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\08_t012.000_f300.jpg
ep01_clip_0007,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\ep01_clip_0007_contact_sheet.jpg
ep01_clip_0007,frame_00010,13.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\09_t013.920_f348.jpg
ep01_clip_0007,frame_00011,15.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\10_t015.360_f384.jpg
ep01_clip_0007,frame_00012,16.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0007\11_t016.800_f420.jpg
ep01_clip_0008,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\00_t000.000_f0.jpg
ep01_clip_0008,frame_00002,1.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\01_t001.440_f36.jpg
ep01_clip_0008,frame_00003,3.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\02_t003.840_f96.jpg
ep01_clip_0008,frame_00004,5.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\03_t005.280_f132.jpg
ep01_clip_0008,frame_00005,6.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\04_t006.720_f168.jpg
ep01_clip_0008,frame_00006,11.04,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\05_t011.040_f276.jpg
ep01_clip_0008,frame_00007,12.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\06_t012.960_f324.jpg
ep01_clip_0008,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\ep01_clip_0008_contact_sheet.jpg
ep01_clip_0008,frame_00008,14.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\07_t014.880_f372.jpg
ep01_clip_0008,frame_00009,16.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\08_t016.320_f408.jpg
ep01_clip_0008,frame_00010,17.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\09_t017.760_f444.jpg
ep01_clip_0008,frame_00011,20.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\10_t020.160_f504.jpg
ep01_clip_0008,frame_00012,21.6,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0008\11_t021.600_f540.jpg
ep01_clip_0009,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\00_t000.000_f0.jpg
ep01_clip_0009,frame_00002,1.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\01_t001.440_f36.jpg
ep01_clip_0009,frame_00003,2.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\02_t002.880_f72.jpg
ep01_clip_0009,frame_00004,5.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\03_t005.280_f132.jpg
ep01_clip_0009,frame_00005,7.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\04_t007.200_f180.jpg
ep01_clip_0009,frame_00006,8.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\05_t008.640_f216.jpg
ep01_clip_0009,frame_00007,9.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\06_t009.120_f228.jpg
ep01_clip_0009,frame_00008,10.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\07_t010.080_f252.jpg
ep01_clip_0009,frame_00009,12.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\08_t012.480_f312.jpg
ep01_clip_0009,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\ep01_clip_0009_contact_sheet.jpg
ep01_clip_0009,frame_00010,13.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\09_t013.920_f348.jpg
ep01_clip_0009,frame_00011,15.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\10_t015.360_f384.jpg
ep01_clip_0009,frame_00012,17.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0009\11_t017.280_f432.jpg
ep01_clip_0010,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\00_t000.000_f0.jpg
ep01_clip_0010,frame_00002,1.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\01_t001.440_f36.jpg
ep01_clip_0010,frame_00003,3.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\02_t003.360_f84.jpg
ep01_clip_0010,frame_00004,4.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\03_t004.800_f120.jpg
ep01_clip_0010,frame_00005,6.24,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\04_t006.240_f156.jpg
ep01_clip_0010,frame_00006,8.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\05_t008.160_f204.jpg
ep01_clip_0010,frame_00007,10.56,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\06_t010.560_f264.jpg
ep01_clip_0010,frame_00008,12.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\07_t012.480_f312.jpg
ep01_clip_0010,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\ep01_clip_0010_contact_sheet.jpg
ep01_clip_0010,frame_00009,13.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\08_t013.920_f348.jpg
ep01_clip_0010,frame_00010,15.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\09_t015.840_f396.jpg
ep01_clip_0010,frame_00011,18.24,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\10_t018.240_f456.jpg
ep01_clip_0010,frame_00012,20.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0010\11_t020.640_f516.jpg
ep01_clip_0011,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\00_t000.000_f0.jpg
ep01_clip_0011,frame_00002,2.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\01_t002.880_f72.jpg
ep01_clip_0011,frame_00003,5.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\02_t005.280_f132.jpg
ep01_clip_0011,frame_00004,10.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\03_t010.080_f252.jpg
ep01_clip_0011,frame_00005,11.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\04_t011.520_f288.jpg
ep01_clip_0011,frame_00006,12.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\05_t012.960_f324.jpg
ep01_clip_0011,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\ep01_clip_0011_contact_sheet.jpg
ep01_clip_0011,frame_00007,14.4,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\06_t014.400_f360.jpg
ep01_clip_0011,frame_00008,15.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\07_t015.840_f396.jpg
ep01_clip_0011,frame_00009,17.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\08_t017.280_f432.jpg
ep01_clip_0011,frame_00010,18.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\09_t018.720_f468.jpg
ep01_clip_0011,frame_00011,21.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\10_t021.120_f528.jpg
ep01_clip_0011,frame_00012,23.04,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0011\11_t023.040_f576.jpg
ep01_clip_0012,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\00_t000.000_f0.jpg
ep01_clip_0012,frame_00002,0.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\01_t000.480_f12.jpg
ep01_clip_0012,frame_00003,0.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\02_t000.960_f24.jpg
ep01_clip_0012,frame_00004,1.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\03_t001.920_f48.jpg
ep01_clip_0012,frame_00005,3.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\04_t003.840_f96.jpg
ep01_clip_0012,frame_00006,5.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\05_t005.280_f132.jpg
ep01_clip_0012,frame_00007,7.68,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\06_t007.680_f192.jpg
ep01_clip_0012,frame_00008,9.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\07_t009.120_f228.jpg
ep01_clip_0012,frame_00009,11.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\08_t011.520_f288.jpg
ep01_clip_0012,frame_00013,13.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\ep01_clip_0012_contact_sheet.jpg
ep01_clip_0012,frame_00010,13.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\09_t013.440_f336.jpg
ep01_clip_0012,frame_00011,15.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\10_t015.360_f384.jpg
ep01_clip_0012,frame_00012,17.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0012\11_t017.760_f444.jpg
ep01_clip_0013,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\00_t000.000_f0.jpg
ep01_clip_0013,frame_00002,1.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\01_t001.440_f36.jpg
ep01_clip_0013,frame_00003,2.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\02_t002.880_f72.jpg
ep01_clip_0013,frame_00004,4.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\03_t004.320_f108.jpg
ep01_clip_0013,frame_00005,6.24,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\04_t006.240_f156.jpg
ep01_clip_0013,frame_00006,8.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\improved_keyframes\ep01_clip_0013\05_t008.640_f216.jpg
