clip_id,frame_id,timestamp,frame_path
ep01_clip_0007,frame_00008,10.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0007\07_t010.880_f272.jpg
ep01_clip_0007,frame_00009,12.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0007\08_t012.440_f311.jpg
ep01_clip_0007,frame_00010,13.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0007\09_t013.960_f349.jpg
ep01_clip_0007,frame_00011,15.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0007\10_t015.520_f388.jpg
ep01_clip_0007,frame_00012,17.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0007\11_t017.080_f427.jpg
ep01_clip_0008,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\00_t000.000_f0.jpg
ep01_clip_0008,frame_00002,1.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\01_t001.960_f49.jpg
ep01_clip_0008,frame_00003,3.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\02_t003.960_f99.jpg
ep01_clip_0008,frame_00004,5.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\03_t005.920_f148.jpg
ep01_clip_0008,frame_00005,7.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\04_t007.880_f197.jpg
ep01_clip_0008,frame_00006,9.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\05_t009.880_f247.jpg
ep01_clip_0008,frame_00007,11.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\06_t011.840_f296.jpg
ep01_clip_0008,frame_00008,13.84,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\07_t013.840_f346.jpg
ep01_clip_0008,frame_00009,15.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\08_t015.800_f395.jpg
ep01_clip_0008,frame_00010,17.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\09_t017.760_f444.jpg
ep01_clip_0008,frame_00011,19.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\10_t019.760_f494.jpg
ep01_clip_0008,frame_00012,21.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0008\11_t021.720_f543.jpg
ep01_clip_0009,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\00_t000.000_f0.jpg
ep01_clip_0009,frame_00002,1.6,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\01_t001.600_f40.jpg
ep01_clip_0009,frame_00003,3.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\02_t003.200_f80.jpg
ep01_clip_0009,frame_00004,4.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\03_t004.760_f119.jpg
ep01_clip_0009,frame_00005,6.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\04_t006.360_f159.jpg
ep01_clip_0009,frame_00006,7.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\05_t007.960_f199.jpg
ep01_clip_0009,frame_00007,9.56,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\06_t009.560_f239.jpg
ep01_clip_0009,frame_00008,11.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\07_t011.160_f279.jpg
ep01_clip_0009,frame_00009,12.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\08_t012.760_f319.jpg
ep01_clip_0009,frame_00010,14.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\09_t014.320_f358.jpg
ep01_clip_0009,frame_00011,15.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\10_t015.920_f398.jpg
ep01_clip_0009,frame_00012,17.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0009\11_t017.520_f438.jpg
ep01_clip_0010,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\00_t000.000_f0.jpg
ep01_clip_0010,frame_00002,1.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\01_t001.880_f47.jpg
ep01_clip_0010,frame_00003,3.76,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\02_t003.760_f94.jpg
ep01_clip_0010,frame_00004,5.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\03_t005.640_f141.jpg
ep01_clip_0010,frame_00005,7.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\04_t007.520_f188.jpg
ep01_clip_0010,frame_00006,9.4,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\05_t009.400_f235.jpg
ep01_clip_0010,frame_00007,11.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\06_t011.280_f282.jpg
ep01_clip_0010,frame_00008,13.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\07_t013.160_f329.jpg
ep01_clip_0010,frame_00009,15.04,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\08_t015.040_f376.jpg
ep01_clip_0010,frame_00010,16.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\09_t016.920_f423.jpg
ep01_clip_0010,frame_00011,18.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\10_t018.800_f470.jpg
ep01_clip_0010,frame_00012,20.68,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0010\11_t020.680_f517.jpg
ep01_clip_0011,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\00_t000.000_f0.jpg
ep01_clip_0011,frame_00002,2.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\01_t002.120_f53.jpg
ep01_clip_0011,frame_00003,4.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\02_t004.200_f105.jpg
ep01_clip_0011,frame_00004,6.32,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\03_t006.320_f158.jpg
ep01_clip_0011,frame_00005,8.4,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\04_t008.400_f210.jpg
ep01_clip_0011,frame_00006,10.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\05_t010.520_f263.jpg
ep01_clip_0011,frame_00007,12.6,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\06_t012.600_f315.jpg
ep01_clip_0011,frame_00008,14.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\07_t014.720_f368.jpg
ep01_clip_0011,frame_00009,16.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\08_t016.800_f420.jpg
ep01_clip_0011,frame_00010,18.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\09_t018.920_f473.jpg
ep01_clip_0011,frame_00011,21.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\10_t021.000_f525.jpg
ep01_clip_0011,frame_00012,23.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0011\11_t023.120_f578.jpg
ep01_clip_0012,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\00_t000.000_f0.jpg
ep01_clip_0012,frame_00002,1.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\01_t001.640_f41.jpg
ep01_clip_0012,frame_00003,3.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\02_t003.280_f82.jpg
ep01_clip_0012,frame_00004,4.92,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\03_t004.920_f123.jpg
ep01_clip_0012,frame_00005,6.56,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\04_t006.560_f164.jpg
ep01_clip_0012,frame_00006,8.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\05_t008.200_f205.jpg
ep01_clip_0012,frame_00007,9.88,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\06_t009.880_f247.jpg
ep01_clip_0012,frame_00008,11.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\07_t011.520_f288.jpg
ep01_clip_0012,frame_00009,13.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\08_t013.160_f329.jpg
ep01_clip_0012,frame_00010,14.8,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\09_t014.800_f370.jpg
ep01_clip_0012,frame_00011,16.44,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\10_t016.440_f411.jpg
ep01_clip_0012,frame_00012,18.08,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0012\11_t018.080_f452.jpg
ep01_clip_0013,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\00_t000.000_f0.jpg
ep01_clip_0013,frame_00002,2.04,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\01_t002.040_f51.jpg
ep01_clip_0013,frame_00003,4.12,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\02_t004.120_f103.jpg
ep01_clip_0013,frame_00004,6.16,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\03_t006.160_f154.jpg
ep01_clip_0013,frame_00005,8.24,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\04_t008.240_f206.jpg
ep01_clip_0013,frame_00006,10.28,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\05_t010.280_f257.jpg
ep01_clip_0013,frame_00007,12.36,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\06_t012.360_f309.jpg
ep01_clip_0013,frame_00008,14.4,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\07_t014.400_f360.jpg
ep01_clip_0013,frame_00009,16.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\08_t016.480_f412.jpg
ep01_clip_0013,frame_00010,18.52,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\09_t018.520_f463.jpg
ep01_clip_0013,frame_00011,20.6,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\10_t020.600_f515.jpg
ep01_clip_0013,frame_00012,22.64,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0013\11_t022.640_f566.jpg
ep01_clip_0014,frame_00001,0.0,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\00_t000.000_f0.jpg
ep01_clip_0014,frame_00002,1.72,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\01_t001.720_f43.jpg
ep01_clip_0014,frame_00003,3.48,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\02_t003.480_f87.jpg
ep01_clip_0014,frame_00004,5.2,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\03_t005.200_f130.jpg
ep01_clip_0014,frame_00005,6.96,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\04_t006.960_f174.jpg
ep01_clip_0014,frame_00006,8.68,D:\projects\VideoThinker-R1-3B\evaluation\runs\fixed_keyframes\ep01_clip_0014\05_t008.680_f217.jpg
